id,name,artists,duration_ms,release_date,year,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,mode,key,popularity,explicit
149591,Fool Like You,['Ozzy Osbourne'],319333,2/22/86,1986,0.00167,0.567,0.905,0.0736,0.32,-6.241,0.0413,127.074,0.494,1,8,36,0
124617,Every Day Is Exactly The Same,['Nine Inch Nails'],294893,1/1/05,2005,0.0217,0.607,0.941,0.071,0.119,-6.163,0.0486,144.04,0.414,1,0,51,0
735,"Scherzo No. 3 in C-Sharp Minor, Op. 39","['Frédéric Chopin', 'Arthur Rubinstein']",437027,1946,1946,0.987,0.278,0.137,0.909,0.109,-20.132,0.0413,63.377,0.088,1,1,4,0
154157,Hain Sabse Bada Bhagwan,['Rewa Shankar'],127803,12/31/47,1947,0.96,0.731,0.64,0.0,0.746,-7.51,0.0691,123.089,0.867,0,4,0,0
43887,Baby Blue,['Blackfoot'],156733,1979,1979,0.269,0.564,0.729,0.00511,0.299,-11.585,0.0319,88.381,0.867,1,9,25,0
70509,1 Hell of a Life,"['Young Dolph', 'Key Glock']",159453,7/26/19,2019,0.149,0.857,0.666,2.2e-06,0.111,-5.951,0.074,139.966,0.623,1,7,60,1
167434,Alright - Remastered,['Jamiroquai'],263920,9/9/96,1996,0.174,0.815,0.875,0.048,0.136,-7.822,0.0598,105.805,0.733,0,7,52,0
132572,Niggaz 4 Life,['N.W.A.'],298907,5/28/91,1991,0.0633,0.809,0.858,1.91e-06,0.565,-6.089,0.246,93.113,0.528,0,10,45,1
22445,Power Trip,['Chimaira'],166147,5/5/03,2003,9.36e-05,0.504,0.939,0.0,0.103,-4.357,0.0507,94.048,0.402,1,4,45,1
59686,Navigator,['The Pogues'],252507,1985,1985,0.495,0.646,0.278,1.78e-05,0.11,-18.286,0.0359,117.62,0.431,1,7,33,0
9282,"B.G. Bigelow, Inc.","[""Original Broadway Cast Of 'Flahooley""]",174760,1/1/51,1951,0.882,0.605,0.472,2.01e-06,0.126,-8.771,0.239,114.126,0.641,0,0,0,0
45096,El Toro Relajo (The Troublesome Bull) - 2016 Remaster,['Linda Ronstadt'],153040,11/5/91,1991,0.15,0.378,0.509,0.000307,0.0905,-4.302,0.0387,184.479,0.731,1,5,33,0
96364,Salió El Sol,['Don Omar'],315293,1/1/06,2006,0.106,0.887,0.701,0.00948,0.0466,-5.892,0.0873,110.002,0.965,0,4,72,0
144740,"Das ist bei uns nicht möglich, Kapitel 143","['Sinclair Lewis', 'Frank Arnold']",330228,1935,1935,0.705,0.621,0.188,5.94e-06,0.182,-20.018,0.966,80.525,0.355,1,2,0,0
160855,Sedated,['Hozier'],207667,9/19/14,2014,0.184,0.66,0.592,1.86e-05,0.102,-5.215,0.027,86.069,0.256,0,9,53,0
115755,Lullaby,['Nickelback'],228107,11/14/11,2011,0.000372,0.508,0.832,0.0,0.0859,-4.395,0.032,136.004,0.404,1,11,64,0
136626,Så er det kærlighed,['Raquel Rastenni'],172800,1943,1943,0.988,0.231,0.161,0.343,0.666,-15.983,0.0387,78.152,0.144,1,3,0,0
23607,Back To The Start,['SoMo'],204747,1/1/14,2014,0.133,0.686,0.652,0.0,0.144,-5.432,0.036,114.992,0.534,0,3,49,0
